USID,MarketCapitalization,PriceToBook,Beta
83489,4.9596,0.1724,0.4773
81634,0.7428,-0.0524,0.0
70637,3402.86,14.317,1.5081
44476,56.1393,0.456,1.0699
90592,118.6757,-13.7517,1.2339
88127,247.3642,13.8727,1.5542
83483,6.8733,0.2389,0.4794
55507,64.0951,0.7978,0.8873
15060,54.7183,5.0344,0.6421
88126,258.1806,13.9234,1.3976
75481,21.4094,2.0004,0.6914
71964,684.6689,6.576,1.1453
50574,53.6111,1.9096,0.8401
35584,133.5422,1.2219,0.4756
118771,8.3957,0.2929,0.8327
106696,157.1024,20.4559,0.9696
102690,856.2821,460.7251,1.3922
98264,21.2172,1.2559,0.3872
91756,50.83,1.4266,0.521
88892,98.166,2.3184,0.7916
86333,12.9999,2.9551,0.4119
85797,34.0378,1.6459,0.0838
78540,30.6818,3.533,0.3843
118730,10.8528,1.0528,0.5157
116409,62.9559,6.1547,1.9294
116091,49.0576,-13.5907,0.7105
115151,6.1857,0.4084,0.8538
111271,102.4445,4.0375,0.8675
105857,626.4281,10.7662,1.2051
100078,341.8896,1.7733,1.3316
98283,13.8206,3.44,0.6537
93185,50.7265,1.5365,0.8032
91762,59.5306,2.0362,0.5735
117983,74.4661,0.775,2.2352
86746,217.2036,0.2875,1.8553
79147,257.3626,1.2632,1.4315
73940,6409.6618,-43.6608,1.1729
68024,41.1306,2.7338,0.4991
65744,1930.1328,31.3944,1.5831
64690,2641.9096,3.9732,0.892
62074,18.2442,1.6596,1.4644
57636,123.5926,-7.7908,0.9621
32943,20.5212,1.0069,0.0
30077,80.3181,9.6316,0.7887
4854,209.7358,2.6873,4.9523
3842,45.8414,0.6874,0.683
2470,36.0473,4.2489,0.5605
813,19.0755,0.2616,1.0251
105847,326.901,6.8904,1.2433
100353,14.0197,2.4589,1.0603
98273,18.2828,1.7307,0.4126
86340,20.1836,4.3419,0.4036
85321,284.0486,6.5949,3.2609
63686,551.3956,1.6006,2.4171
63658,698.1097,3.8443,0.6689
60872,475.9101,0.7217,1.4338
116048,243.94,-193.7095,0.7481
91229,148.2031,1.3793,1.4255
86338,21.8064,4.691,0.4094
77707,140.6226,0.7184,1.4338
73351,20.5276,-1.9248,0.5866
71634,165.8506,0.2761,1.2732
65789,310.7422,8.0101,0.8376
47439,63.0509,2.9653,0.9495
46475,34.1774,1.2133,1.2049
116044,333.1863,-264.5788,0.7769
111147,26.3257,16.6422,1.0427
88895,78.6678,2.5639,0.8282
85804,34.7282,1.9103,0.0474
85688,273.5462,0.7807,1.4709
85315,390.7742,9.0728,3.2908
72186,201.9044,3.0304,0.6622
71908,16.6357,1.7409,1.3121
60430,36.5684,0.9396,0.0501
19199,197.2351,9.9446,1.3067
80100,18.3789,0.9519,0.4765
76132,59.7262,1.2389,0.1809
55615,68.0647,0.7257,0.1925
49212,494.2341,3.3156,1.1159
32882,152.2325,4.5313,1.311
29073,166.3234,11.469,0.9869
13362,60.2167,-0.3727,1.107
105427,10.5285,239.3293,0.951
47368,254.3938,4.8715,1.2833
26882,25.3347,2.9987,-0.2235
24368,582.2232,34.67,2.7746
361,354.4649,10.3364,1.6215
102665,1909.0879,120.1095,1.9919
83679,6.3492,0.3114,-1.1373
73563,168.976,4.8654,-0.7737
66523,2171.1231,6.4899,1.3959
58686,9.9085,0.6316,1.1371
39992,23.6223,1.8353,0.9434
32875,170.718,4.7786,1.3232
30040,224.024,17.0374,0.4607
26182,248.3331,0.419,0.9218
5094,54.3795,-2.7593,0.7518
46617,269.2651,3.4392,-1.0656
39985,31.6396,2.4582,0.8159
29071,230.9514,15.0702,1.1304
13098,45.4015,1.8801,0.4228
7816,69.8108,0.6053,0.6425
5171,1490.5562,2.8585,1.702
113535,150.4708,8.109,0.7963
84927,87.1702,1.2788,0.2596
58662,17.1175,0.6792,1.0199
12685,21.914,2.1499,1.4808
69806,88.9673,1.1609,0.3825
63699,314.4833,4.0005,2.1132
56907,20.4095,0.3549,0.3621
46391,674.839,15.4217,2.0643
6606,298.4182,5.9339,-0.3998
49153,45.8948,6.5896,0.9406
48566,106.9837,198.4954,0.1447
29037,167.4356,5.3734,1.3756
68026,32.776,2.379,0.5377
61526,786.5577,5.7828,1.3001
55552,42.9823,0.504,0.5835
49150,54.4297,7.815,0.9549
13093,84.7392,2.4565,0.5479
8193,5649.6565,3.7191,0.9241
5018,9.9287,0.4593,1.0335
55537,29.8529,0.3501,0.6653
21857,1073.2368,2.7226,1.4227
19108,1171.3918,6.9289,0.8169
6545,344.3486,4.6103,1.4658
82241,208.3697,1.9713,1.5803
81703,0.9274,-0.1205,0.4672
80075,28.8679,1.3426,0.024
63244,59.4094,0.8151,1.2585
56652,183.274,1.012,0.9918
47616,28.2887,0.6798,2.1603
47259,138.7651,2.0846,1.7709
37780,42.117,1.363,0.5837
76823,1189.9735,5.0306,1.0831
74317,544.0224,4.6745,0.7947
63235,63.3827,0.3772,1.2141
35588,156.9025,1.3768,0.3455
29025,291.2915,5.8457,1.3838
18281,124.4333,1.3559,1.9606
116645,307.0975,3.5333,1.7572
110433,11163.9083,10.6516,1.0339
100270,38.8263,1.7655,0.4977
81797,42.987,-16.4512,0.0
60904,839.7075,14.3966,1.5283
49585,150.7475,7.9584,0.6106
49183,878.1967,-49.1384,0.8964
47919,202.048,2.1534,1.2141
46927,1155.902,2.2031,1.3805
116640,256.257,2.9484,1.7307
108050,742.1628,5.6348,-0.8678
107539,64.2675,0.8452,1.0412
106264,588.0508,9.8408,1.7196
105390,5.2331,-6.036,0.6016
97461,48.7317,3.2849,0.0
91297,7064.7983,85.7316,0.8958
86766,408.5897,0.5354,1.9611
83612,6.6316,0.3249,-0.0324
77205,347.1954,4.2139,1.6391
116102,13394.6148,11594.9498,0.5867
107657,5.9761,0.1404,0.742
105862,455.9241,6.8057,1.1042
94969,178.1206,-1.4536,1.4545
93906,20.4975,-13.8777,0.2735
91763,65.2547,2.232,0.6098
86357,8.4641,-30.9957,0.3802
86118,40.3123,2.7865,0.6676
73621,19.9025,0.7456,1.3869
71952,100.1519,11.2885,1.1438
115992,1823.4282,1273.532,0.7377
114016,36.8909,8.5561,0.6338
105792,35.2357,0.7754,1.694
100975,76.3203,1.997,1.004
94980,408.1917,7.0078,1.3534
73564,193.3995,5.5687,-0.7629
61234,265.4925,7.0715,0.3948
47366,278.8156,5.3391,1.3108
46703,394.5008,3.3413,1.3579
46622,285.0558,3.6409,-0.7458
114066,25.448,-0.3161,-2.2404
107661,12.1481,0.2854,0.7751
106724,14.8011,2.4485,1.1163
100391,21.5386,3.0654,1.341
97340,17.0742,-0.8698,0.9376
85338,14.6398,0.4314,0.0
71929,15.8764,11.5453,1.0234
68811,76.6005,-59.1174,0.8883
68271,94.2235,0.814,1.792
114057,15.0941,-9.8854,1.0244
111184,86.9278,1.3743,1.2755
107683,28.791,0.5987,-0.0079
105854,1249.2868,21.4711,1.201
99178,47.2569,3.6664,0.9498
98277,17.0633,4.2471,0.6252
72046,9.1166,0.8033,0.8786
67349,35.4266,0.3498,1.031
45914,7.6167,1.4374,0.1073
114000,56.6648,3.0711,0.8126
106271,343.6721,2.2776,1.822
105729,1625.054,27.0248,1.7067
102155,1097.2443,7.174,0.0598
91309,5532.8588,-35.9875,1.2308
83747,287.5446,4.916,1.046
57444,830.9222,7.8525,2.6175
46524,607.6347,2.4868,-0.8787
6607,306.249,6.0897,0.0537
113997,67.0643,3.1659,1.1165
111107,2816.7615,8.7508,1.5829
102842,5364.9807,7.5177,1.1944
100058,335.0751,2.1158,1.0322
98463,795.8129,-16.214,0.6392
77496,102.0392,0.7028,1.3375
67333,175.5418,1.0299,1.5675
63510,894.3016,-2.5241,0.9677
62097,65.1408,9.2886,1.2383
113996,61.5162,2.904,1.0572
109129,1232.4752,12.7832,1.0661
97771,2999.2994,3.2938,0.6741
73740,458.4159,3.4018,1.3076
68767,85.6242,-50.4821,1.5872
62096,74.0381,10.5573,1.2337
57368,1886.9917,23.4663,0.839
55572,67.4676,0.768,0.5059
48112,2960.496,3.4049,1.1903
113060,721.6521,7.2858,1.9587
109969,1657.4826,0.4931,1.4366
107862,229.3857,1.0797,1.5511
105692,1985.0084,31.5596,1.5749
102815,4723.8515,6.0603,0.9377
85661,152.5411,0.7589,0.597
68735,50.5308,4.3792,1.8614
61141,41.0401,3.1304,-0.1368
57347,33.6679,3.0739,0.2732
56879,21.0023,0.4631,0.427
111654,539.2527,1.9073,1.5401
95638,13.2837,1.4447,0.5318
48539,50.7142,5.5933,0.2453
44499,56.6406,0.3939,0.9088
41418,184.8921,2.9777,0.0
27011,3127.7867,13.9406,1.2355
111189,58.6165,0.9267,1.2037
107653,1.69,0.0397,0.756
105860,606.1419,9.048,1.0791
102713,106.2949,8.5826,1.0236
100383,18.8566,2.6837,1.318
97329,8.9311,-0.455,0.8335
86355,11.585,-42.4242,0.4425
84969,51.2644,-5.23,1.3468
76377,16.203,3.4501,-0.0577
109990,5357.6473,1.2123,1.6515
98455,285.8208,4.0896,0.6254
81784,50.4312,-579.6744,-2.0254
55761,484.8086,15.2676,1.393
55560,87.7676,1.0025,0.6115
21741,348.0465,1.5916,1.0514
15698,79.5839,1.2999,0.8035
7983,125.6249,1.1945,0.2637
7429,285.7668,5.7151,0.9994
6551,289.7089,2.2865,1.5891
109064,122.3144,7.3085,0.3298
107536,59.0425,0.7861,1.0706
103568,823.2793,4.2223,0.119
98460,429.3897,6.1439,0.6644
81789,25.7521,-296.0039,-1.9927
79154,147.567,0.6983,1.3221
76838,672.1826,2.1347,1.1044
71973,3131.9667,14.5406,1.1608
55765,521.2278,16.4145,1.4049
51557,87.2903,1.4908,0.3217
109063,113.2947,6.7695,0.3383
105720,1415.547,21.8573,1.6926
92669,24.5044,0.9603,0.3614
83389,369.1533,2.9962,1.1967
68759,42.7316,-225.0,1.6596
47917,186.1038,1.8888,1.173
41404,407.4421,0.7376,1.4001
107696,59.5211,0.9767,-0.5048
102774,182.4195,1.3801,1.0545
86750,313.0644,0.4144,1.8992
83576,4.1448,0.1778,0.095
81749,1.4539,-0.1742,0.0
55532,33.907,0.4078,0.7537
49130,29.8985,3.8778,0.927
32815,526.0713,6.2734,1.0881
24048,2590.2292,2.7623,1.3972
107689,29.8923,0.6216,0.005
93862,55.0916,1.584,0.3366
83721,7.32,0.3694,0.4735
76176,14.7156,0.8331,0.2469
73363,44.5622,-2.6624,0.546
72050,8.2906,0.7305,0.8628
68801,48.6586,449.8086,0.8798
58749,8.9322,2.6799,0.5799
58509,44.771,2.0406,0.9544
56434,34.2789,-3.4272,1.7892
107522,58.5148,0.7256,1.1266
106775,956.0768,7.3218,1.024
106605,51.792,4.6951,0.6959
105715,1705.8929,19.4523,1.7428
98532,1283.1365,2.4284,0.8712
81753,1.4161,-0.1697,0.0
71722,2113.5537,3.3189,1.1448
58625,17.9391,0.9808,0.7499
49576,66.6423,6.6298,0.6727
49133,26.5446,3.4428,0.9244
107236,83.6701,-0.6139,0.692
76095,331.0179,3.0775,1.4278
74755,309.568,1.6887,0.7377
61189,33.7358,20.0608,0.2076
58401,109.5254,1.3597,0.0923
36799,1812.2373,17.0147,2.4277
26876,30.1448,3.568,-0.22
23703,223.0291,22.1083,0.6216
106721,8.3214,1.3766,1.1382
105864,533.6684,7.9662,1.1246
100389,21.1145,3.005,1.3449
97339,18.1433,-0.9243,0.9493
85818,45.0914,3.6924,0.4187
85336,14.0179,0.4131,0.0
72055,7.5351,0.6809,0.8798
71280,9.3874,1.4931,0.7933
56441,49.3033,0.6716,1.832
106265,703.0474,11.7652,1.7376
105392,8.0309,-9.2631,0.5707
94163,906.3457,2.1693,1.6792
91300,6323.1457,76.7316,0.8177
91208,447.8507,2.4579,1.613
88188,1787.1857,46.7542,1.3606
83615,14.8368,0.7268,-0.074
80082,41.4072,2.0786,0.0528
62091,45.4397,6.4794,1.2283
60899,930.5873,15.9547,1.5027
105682,3403.7353,44.0852,1.6328
105334,5.3315,1.1224,0.6359
102803,7572.0253,10.625,0.5815
98432,134.8135,1.648,0.6262
81636,0.7403,-0.0522,0.0
71877,6313.0577,2.0484,1.8713
53870,149.0182,0.7729,0.7018
37743,0.2628,0.0764,0.5192
31420,863.8651,1.3746,1.2261
105363,7.947,3.3889,0.5459
83560,4.9175,0.1973,-0.0514
61152,3.5821,0.407,-0.2081
55752,248.4907,6.9237,1.4555
50838,257.3346,0.6932,1.6984
41992,606.5887,1.9764,1.1024
37049,315.079,3.8243,1.6494
26541,9803.5278,1.5998,1.0551
26292,663.39,0.8999,1.1817
24037,1596.547,1.6072,1.0929
103284,2069.1751,7.6582,1.5656
97463,59.9615,4.0419,1.4421
91767,1679.5969,21.1276,1.8155
85218,1124.0199,7.2548,2.0752
75517,24.1154,2.0504,0.547
58642,57.5462,3.405,0.8031
45154,450.2312,17.4043,2.5861
39146,358.8498,1.7232,1.5246
23690,591.6372,80.9791,1.0087
103225,16.8691,0.6169,0.5919
102715,84.1561,6.795,1.0047
102148,49.9346,-7.5612,-0.0152
97499,22.3651,2.3177,0.9483
97342,18.3876,-0.9368,0.9574
79498,194.5504,-0.5586,1.5513
75552,62.5213,1.8072,0.5964
71282,8.6033,1.3684,0.8168
68813,79.8371,-61.6153,0.8664
65836,15.8523,5.1974,3.5405
103184,155.5578,4.0084,1.2193
91299,5453.5217,66.1787,0.8071
83736,252.2995,3.9871,0.0
81793,38.2743,-14.6476,0.0
80081,39.9492,2.0054,0.0376
74751,305.7886,2.3863,1.28
71724,1924.5163,2.8861,1.2692
62725,14871.718,3.6093,1.1621
60898,793.7362,13.6084,1.4996
59894,1133.7654,9.1085,0.0165
79491,98.7163,-0.2858,1.4991
68145,1151.6357,14.6941,1.1322
38814,23.7795,2.9262,0.8031
37907,10.9809,0.367,0.5921
37841,11.4781,0.9074,0.8425
23774,6.1509,0.7754,0.5546
21356,75.2495,4.4741,0.241
20263,55.29600000000001,0.794,0.3061
102838,7038.7197,8.8817,1.0313
98020,78.9815,1.9771,0.492
91910,1835.2543,13.2667,1.2358
83589,4.482,0.1923,0.0732
81765,1.9755,-0.205,-1.8233
79202,448.8861,1.5989,1.0721
79148,179.5631,0.8592,1.3096
55545,32.8382,0.3851,0.6244
49142,32.7222,4.6983,0.9807
102806,6313.785,8.8595,0.7277
88130,233.3138,13.0847,1.7019
86721,210.3275,0.2104,1.9046
85709,995.1305,6.8554,0.8735
83495,3.8104,0.1324,0.5117
81650,0.7391,-0.0521,0.0
77674,246.0182,0.8142,1.0535
74315,586.007,4.9362,0.7982
68727,52.2729,37.9622,1.9039
102660,1502.003,94.4979,2.0362
102117,54.2993,10.5302,-0.8282
98396,1078.7522,8.1361,-1.8164
85362,3763.8763,11.4385,1.9189
83233,2213.0327,5.7307,0.5658
76127,91.2888,1.6726,-0.0147
73318,57.5368,0.885,1.1115
50870,147.1107,1.6765,0.9916
62093,49.8883,7.1137,1.2239
49178,347.2434,-19.4296,0.8723
20525,1510.6459,1.8378,1.1588
101969,201.7489,1.5805,0.1719
99182,35.7082,2.7704,1.0178
95035,107.8979,1.2393,2.0651
90318,52.0938,1.9933,0.2396
73362,49.24,-2.9418,0.5482
71927,20.3116,15.4841,1.0965
71647,47.1709,0.1038,1.402
71267,10.6042,1.5768,0.8092
68264,71.7795,0.6396,1.734
65802,344.3202,10.3298,0.7909
101959,209.4565,1.6409,0.2616
79460,96.5231,-0.236,1.387
58719,4.0287,0.5955,-0.0079
53852,38.5531,6.1363,0.7883
40017,25.0876,3.8787,0.8497
18365,49.843,1.4275,1.5125
10808,105.142,5.1702,0.4251
4349,336.3189,1.9892,0.4772
100781,1226.4896,8.7292,-2.2966
83223,2919.4075,8.0516,0.8904
57376,911.5333,40.071,1.0855
57355,33.599,6.1837,-0.0093
55598,43.0838,0.4697,0.2366
48582,39.6466,1.5914,0.0299
47350,495.5591,9.2383,1.1406
100261,56.16,3.4074,0.0
92687,20.5886,0.8561,0.1509
85819,48.628,3.982,0.433
78549,25.6713,2.2604,0.2694
73622,22.2672,0.8342,1.3723
71669,11.4942,0.0273,1.4435
71281,8.3443,1.3272,0.8029
65835,10.4215,3.4168,3.4433
64401,161.7285,2.5552,-0.2524
58407,124.8674,1.4659,0.0655
100077,290.9323,1.5484,1.2893
91759,56.9548,1.5985,0.5381
77711,173.7103,0.8874,1.534
76169,23.4654,0.6734,0.2988
71917,15.3195,1.6032,1.1999
71259,10.5363,1.7634,0.8117
68798,78.7858,27.5676,0.8697
59461,693.9179,3.7178,1.9534
53857,71.0074,30.5423,0.6339
99112,1862.443,3.6407,0.9938
98458,294.7115,4.2168,0.672
94929,1283.3135,10.7443,1.5424
86763,522.0878,0.7438,1.9781
81566,30.6446,0.6283,0.3978
61166,20.7606,3.575,-0.2771
49581,99.4061,5.6314,0.564
42197,21.6164,1.6138,0.6459
37219,222.6882,1.0556,1.4629
32829,341.4603,5.1335,1.1024
98465,1034.4246,-21.0755,0.6445
85220,1069.2835,6.9015,2.2335
81804,51.7958,-19.8223,0.0
68773,76.4846,-45.0936,1.5505
48402,1055.6104,3.5622,0.5404
46521,630.787,4.6197,-1.679
45156,376.023,14.5356,2.8404
2904,870.2176,13.9691,2.5253
2533,305.4272,-1.837,-0.6631
98022,56.4616,1.6022,0.4559
91310,4524.5898,-29.4294,1.274
90038,161.6473,1.288,1.6881
88861,69.5278,2.8593,0.8826
57445,668.4596,6.3171,2.5823
49195,524.0099,11.3978,0.9218
44513,186.0019,3.4777,0.8286
97500,19.8801,2.0602,0.9431
65838,12.2562,4.0184,3.501
65818,187.1155,6.3551,0.8015
63696,1000.2026,2.2171,1.3823
62878,18.3919,1.3352,0.0203
59468,70.1301,1.6154,6.5314
58758,17.3464,1.8024,0.9463
58513,13.8455,0.7347,0.947
97468,64.1207,4.3223,1.8346
91306,6249.6591,75.8398,1.0931
85221,947.0881,6.1128,2.3842
62098,58.4678,8.3371,1.291
58649,48.0187,2.8413,0.8132
55574,66.2735,0.7544,0.5005
49191,684.9297,-38.3244,0.9169
45157,351.7677,13.598,2.9276
5057,86.3266,4.4672,1.0342
97319,10.5232,-2.2285,0.6922
77715,191.515,1.3542,1.5696
71926,19.9259,15.1901,1.0846
68087,26.8783,0.3656,0.0337
58507,44.771,2.0406,0.9524
57011,24.9441,7.6159,0.4634
47930,104.2431,2.1447,0.802
37909,8.6917,0.2905,0.5981
32955,16.7233,1.4413,0.5675
95641,10.1138,1.0744,0.5761
86745,217.2036,0.2875,1.8705
83571,4.496,0.1929,-0.0216
81738,1.4067,-0.1685,0.0
78768,159.8512,0.9223,1.323
75697,689.3459,2.7213,1.2632
75498,18.0781,1.2579,0.4842
71194,10.2652,1.7038,0.6064
47269,221.5082,3.2918,1.8576
95627,17.5708,1.9001,0.5831
92652,17.2365,0.6533,0.4488
88129,210.2134,11.7892,1.7079
81649,0.802,-0.0565,0.0
71171,7.2237,1.731,0.4265
68726,56.5296,41.0535,1.9057
55514,58.459,0.7277,0.9356
45062,28.2701,2.8965,0.8693
22617,259.1129,1.7756,1.0801
18291,86.9026,0.9469,2.0453
95041,171.5119,1.599,2.1317
71664,15.0909,0.0359,1.4207
69958,425.9259,0.8354,0.7132
62874,15.9028,1.1545,-0.0152
45666,98.9719,6.3277,0.9256
45145,136.8864,4.9901,0.3752
32476,16.8788,0.2169,0.0559
24856,53.0135,0.6665,0.4351
21378,92.9489,6.0526,0.3087
21181,173.1541,3.4232,0.9887
94993,226.3035,1.8093,1.9181
72008,12.0552,1.0339,0.9672
62149,19.0993,3.5528,1.6035
58693,6.5869,0.5685,1.0248
56924,38.0989,0.6734,0.1005
47924,105.3531,1.7184,0.7433
42252,6.2421,0.5228,0.6829
34102,92.3214,1.6262,0.0568
32891,104.5872,3.1131,1.3128
94923,1244.9216,14.8399,1.3912
73930,2640.736,-10.8061,1.0771
68007,19.6725,1.2619,0.4217
58609,31.0477,0.9661,0.9245
93170,140.8466,3.7974,0.4537
90657,162.8238,-6.5716,1.6626
89246,256.3173,4.3331,0.4546
88285,1214.9913,3.6741,1.6693
66650,935.6196,3.4674,1.2292
58639,44.8683,2.6548,0.7516
57438,1051.8592,8.9049,2.032
32674,318.6988,16.1957,1.8756
26177,340.5497,0.7206,0.8288
25660,376.764,4.7318,0.9421
92663,18.8034,0.7097,0.3933
90626,61.2582,-2.5117,1.5648
61525,698.3568,4.5239,1.3393
48549,63.2191,6.9724,0.2917
48384,1246.7458,3.6556,1.2669
38671,123.3796,-12.3851,1.157
21993,126.4715,2.4891,0.8457
12650,35.8229,1.7692,0.3112
91293,1150.9161,12.6527,0.9346
90648,248.1532,-8.8383,1.639
90034,129.8725,1.0077,1.7278
88282,1085.1745,3.3638,1.6605
86299,153.2265,0.9323,0.9231
85714,892.5639,8.2488,1.2072
79320,115.6448,2.0878,0.2511
76357,832.4518,1.1751,1.2695
71972,3292.5557,15.2861,1.1762
63341,596.3074,2.0654,1.1649
90673,128.276,-3.4008,1.3932
46623,297.7213,3.8027,-0.6411
37237,53.4436,0.296,1.4297
32879,148.7462,4.4275,1.3308
30042,180.1198,13.6984,0.4051
23705,324.9358,39.5831,0.635
19194,221.7539,4.4098,1.364
7557,127.7196,3.7086,0.2292
90667,92.1753,-1.9601,1.5533
85339,720.4184,2.7874,0.3101
83227,3103.9893,8.5606,0.7119
65764,1180.0941,23.821,1.4985
56920,36.4062,0.6338,0.5396
32856,324.0336,8.3374,1.3497
7251,270.622,7.7096,-0.6085
90639,166.4916,-9.7756,1.6004
57643,227.3257,-18.5483,0.928
454,336.5658,5.2089,1.2382
90291,222.0287,1.9936,0.8929
83498,3.372,0.1172,0.5593
81654,0.7403,-0.0522,0.0
80065,28.933,2.3386,-0.046
43589,585.7246,1.4341,1.5406
41911,10635.1941,21.1006,1.0737
32773,747.679,5.6534,0.9475
3236,12.113,0.3669,0.2836
432,161.7127,1.9025,0.4145
88675,53.829,2.328,0.3606
81742,1.3897,-0.1665,0.0
73941,7422.4752,-50.5598,1.1689
71197,9.1458,1.518,0.5631
62076,18.2472,1.6599,1.4479
49123,14.5738,1.8902,0.8869
37785,34.1121,1.104,0.5337
24045,2494.787,2.6605,1.3308
3255,16.9854,0.9523,0.2911
45076,19.3493,3.8722,0.6983
11332,607.9725,0.9297,1.7512
36308,435.0799,6.7043,2.0642
32790,192.8464,1.8922,0.9301
30617,20.5167,0.3964,0.6991
22867,620.1344,8.3618,1.5681
83485,5.7717,0.2006,0.5109
81630,0.9871,-0.0696,0.0
47242,361.6444,5.8886,1.6003
43585,541.0085,1.3247,1.4829
33331,1744.2458,10.804,1.4919
86741,148.2988,0.1888,1.8634
81727,1.3554,-0.1762,0.1417
80517,339.374,1.9614,1.2676
49115,9.5597,0.636,0.8369
32799,352.5504,3.7146,0.9626
7023,1491.7301,1.8389,1.7575
86733,141.5666,0.1628,1.8952
83546,3.8216,0.1533,-0.0858
77680,193.2567,0.6841,1.0229
71715,3225.5131,5.4528,1.1947
68017,41.4017,2.6314,0.4098
48533,60.4639,3.5765,0.2229
13344,232.7716,14.7277,1.4437
7022,1158.7935,1.418,1.7554
86728,182.0142,0.1979,1.8769
83524,2.9505,0.1025,0.3961
75491,25.706,2.3184,0.5668
68740,55.5092,4.8106,1.8532
57349,30.2585,2.7626,0.2853
86084,6597.0,5.3043,1.1304
83601,2.9364,0.1438,-0.0026
79151,165.4344,0.7828,1.3201
62086,19.8916,2.4778,1.3234
61168,31.6513,5.4504,-0.2832
52163,1859.5616,7.2908,1.3126
50839,239.1923,0.6361,1.4251
36317,634.4754,5.0299,1.9482
22897,232.089,18.6372,0.7178
83738,404.3926,6.3907,0.0
80090,39.8034,1.9981,0.1459
68769,66.0621,-38.9488,1.6137
50840,205.6123,0.5916,1.3834
46519,766.7037,5.6151,-1.8978
42303,1257.291,3.9977,1.0707
22874,383.6304,4.0214,1.6102
19525,1257.815,2.7026,1.0799
7440,336.5477,6.7307,1.0104
52527,1236.2563,23.3757,0.7711
32494,689.7025,2.9615,1.06
19085,17735.3144,31.4364,1.294
80079,25.8062,1.2954,0.0074
62783,374.9424,1.0517,0.6219
62087,22.4175,2.7924,1.2903
58446,121.9436,4.7564,0.8439
29041,208.8687,11.0413,1.3337
26786,26.9997,47.49,0.0
22870,626.6279,6.9891,1.6284
71207,10.7718,1.613,0.6013
61170,27.227,4.6885,-0.2602
45097,37.4954,5.0107,0.8269
32830,283.1622,4.2571,1.1019
28327,36.7252,0.9504,0.7531
25262,5698.447,2.2849,1.9034
5040,45.0575,2.4284,0.9282
79152,152.4516,0.7214,1.3325
55568,93.1412,1.0639,0.6134
51555,91.0932,1.5557,0.3273
50585,123.023,3.2077,0.8686
49160,68.6335,30.9612,0.9443
47628,68.743,1.9475,1.9518
45096,36.7222,4.9074,0.839
47278,338.7695,3.7113,1.9267
36315,514.9163,8.6719,1.979
1813,7156.2677,-424.4006,1.2311
47274,370.9199,4.0635,1.9464
45086,30.2675,3.7206,0.8752
38679,225.1317,13.0598,1.2528
747,639.6224,8.2593,1.6187
81757,2.2865,-0.2373,0.0
62083,31.6784,3.7099,1.3501
46138,1334.1753,4.3023,0.5397
38678,207.5682,12.0409,1.2448
4269,1676.7864,3.1213,0.9023
1809,7521.5528,-446.0637,1.2695
15694,93.708,0.8895,0.7517
7420,280.9166,43.3451,1.0235
7417,237.546,36.6531,1.0419
38673,85.9788,-8.6307,1.1408
32798,308.4816,3.2503,0.9512
7809,36.0534,0.1423,1.4117
23651,178.0059,18.1806,0.8932
79492,124.6564,-0.3609,1.5028
77714,213.4921,1.5096,1.5724
58786,110.3359,3.2513,1.0867
46746,143.5832,1.822,1.5629
38782,108.8736,1.0215,0.9855
33514,122.7991,4.3713,1.1269
29105,18.8584,2.4713,0.7128
21357,72.4206,4.3059,0.2384
5108,27.6238,-1.3588,1.2622
23773,6.624,0.835,0.5751
21352,135.7886,8.0736,0.2562
20255,49.248000000000005,0.7071,0.2081
15559,85.0986,3.0596,2.3135
11420,8.0454,0.8497,0.0157
72752,311.3985,3.5822,1.0138
60435,41.6273,1.0696,0.0965
58501,49.7941,2.2696,0.9508
45913,7.3308,1.3834,0.1175
38807,12.1044,1.4895,0.6765
30084,84.0677,13.0601,0.7911
21351,150.9139,8.9729,0.2317
15558,86.5288,3.111,2.311
12760,6.7001,-0.4113,1.0599
73357,27.2882,-2.5587,0.555
69952,430.7829,0.8995,0.5433
62173,77.6345,-34.5214,1.3893
53859,63.8952,27.4831,0.6367
32950,20.4918,1.0055,0.1237
29099,112.4663,14.7381,0.7533
74023,1972.536,-5.2818,1.4531
69949,374.0944,0.7811,0.5123
68259,75.0557,0.6688,1.6454
68141,750.9018,9.6179,1.1134
56432,61.8663,5.6873,1.8137
41522,274.9687,1.3182,1.6933
2475,16.5818,1.9545,0.5701
77566,47.7486,0.6331,0.5851
72043,9.5482,0.7449,0.913
68257,76.8428,0.6847,1.6095
60876,461.86300000000006,0.7011,1.5178
51573,52.8275,0.9728,0.7511
50878,106.9786,1.1258,0.9387
47951,64.8515,3.4724,0.3173
47450,66.951,3.1487,0.9179
28343,26.7465,0.9776,0.423
65788,277.095,7.1427,0.8436
46474,36.9885,1.313,1.1966
42277,5.862,0.6354,0.667
4322,404.9512,2.7638,-0.3504
2934,273.3897,1.0346,-0.131
82743,119.0014,1.3306,1.3036
79473,174.5013,-0.5776,1.3836
76165,30.4255,0.8731,0.3159
72037,9.3221,0.626,0.9938
71633,192.3867,0.3202,1.2595
62850,15.5931,0.8426,-0.3818
58723,3.3302,0.9438,-0.0773
55644,47.5891,0.5145,0.504
47435,61.338,2.7087,0.998
32929,7.5289,0.3251,0.0
26205,60.4569,2.1178,1.1051
7576,160.0982,4.5733,0.1011
5193,12.7825,1.4651,-0.0923
4351,286.9556,1.6972,0.6249
793,44.5123,0.6408,1.4096
